CampaignID,AdvertiserName,CampaignName,CampaignStartDate,CampaignEndDate,TargetingCriteria,AdSlotSize,Budget,RemainingBudget
462,Advertiser_47,Campaign_462,2024-10-22,2024-11-14,"Age 27-43, Technology, Australia",728x90,427467.13,427467.13
463,Advertiser_47,Campaign_463,2024-10-04,2024-11-03,"Age 28-39, Fashion, Australia",160x600,297623.35,297623.35
464,Advertiser_47,Campaign_464,2024-10-23,2024-12-14,"Age 23-50, Technology, India",300x250,410362.86,410362.86
465,Advertiser_48,Campaign_465,2024-10-18,2024-11-30,"Age 29-40, Finance, Germany",300x250,97783.8,97783.8
466,Advertiser_48,Campaign_466,2024-10-22,2024-11-05,"Age 27-35, Sports, India",300x250,358478.65,358478.65
467,Advertiser_48,Campaign_467,2024-10-16,2024-11-19,"Age 18-48, Travel, Australia",160x600,400215.29,400215.29
468,Advertiser_48,Campaign_468,2024-10-13,2024-10-24,"Age 23-41, Travel, India",728x90,202676.16,202676.16
469,Advertiser_48,Campaign_469,2024-10-19,2024-11-21,"Age 27-49, Fashion, Australia",160x600,25580.39,25580.39
470,Advertiser_48,Campaign_470,2024-10-14,2024-10-29,"Age 23-36, Travel, Australia",160x600,405317.89,405317.89
471,Advertiser_48,Campaign_471,2024-10-16,2024-12-04,"Age 24-48, Sports, India",300x250,372773.04,372773.04
472,Advertiser_48,Campaign_472,2024-10-02,2024-11-30,"Age 24-32, Education, USA",160x600,344155.98,344155.98
473,Advertiser_48,Campaign_473,2024-10-06,2024-11-08,"Age 21-34, Finance, Australia",728x90,108009.48,108009.48
474,Advertiser_48,Campaign_474,2024-10-12,2024-11-06,"Age 20-45, Travel, Germany",160x600,85760.12,85760.12
475,Advertiser_49,Campaign_475,2024-10-09,2024-10-21,"Age 23-48, Fashion, India",160x600,282325.08,282325.08
476,Advertiser_49,Campaign_476,2024-10-15,2024-10-30,"Age 27-37, Technology, USA",728x90,303319.17,303319.17
477,Advertiser_49,Campaign_477,2024-10-04,2024-10-30,"Age 21-31, Sports, UK",300x250,471326.45,471326.45
478,Advertiser_49,Campaign_478,2024-10-25,2024-12-04,"Age 26-38, Education, Germany",728x90,284527.36,284527.36
479,Advertiser_49,Campaign_479,2024-10-01,2024-10-24,"Age 27-37, Technology, India",728x90,459080.19,459080.19
480,Advertiser_49,Campaign_480,2024-10-29,2024-11-29,"Age 27-31, Education, USA",160x600,119385.25,119385.25
481,Advertiser_49,Campaign_481,2024-10-19,2024-12-07,"Age 29-50, Technology, UK",160x600,462163.37,462163.37
482,Advertiser_49,Campaign_482,2024-10-05,2024-11-01,"Age 22-38, Travel, Germany",300x250,471313.28,471313.28
483,Advertiser_49,Campaign_483,2024-10-29,2024-12-26,"Age 20-48, Technology, USA",728x90,400508.16,400508.16
484,Advertiser_49,Campaign_484,2024-10-25,2024-11-17,"Age 27-37, Travel, USA",728x90,148896.89,148896.89
485,Advertiser_49,Campaign_485,2024-10-10,2024-11-18,"Age 23-35, Health, India",300x250,187794.5,187794.5
486,Advertiser_49,Campaign_486,2024-10-22,2024-12-08,"Age 19-32, Education, India",300x250,373028.25,373028.25
487,Advertiser_49,Campaign_487,2024-10-27,2024-11-30,"Age 21-48, Technology, USA",300x250,165716.95,165716.95
488,Advertiser_50,Campaign_488,2024-10-24,2024-11-03,"Age 26-48, Fashion, India",160x600,58713.13,58713.13
489,Advertiser_50,Campaign_489,2024-10-24,2024-12-18,"Age 18-50, Sports, UK",728x90,117463.39,117463.39
490,Advertiser_50,Campaign_490,2024-10-14,2024-11-12,"Age 22-35, Sports, UK",160x600,367442.72,367442.72
491,Advertiser_50,Campaign_491,2024-10-19,2024-11-28,"Age 27-33, Fashion, Germany",728x90,240837.57,240837.57
492,Advertiser_50,Campaign_492,2024-10-22,2024-11-26,"Age 27-42, Travel, India",300x250,223277.46,223277.46
493,Advertiser_50,Campaign_493,2024-10-16,2024-11-03,"Age 24-47, Gaming, Germany",160x600,433582.83,433582.83
494,Advertiser_50,Campaign_494,2024-10-14,2024-12-05,"Age 22-40, Health, USA",300x250,289611.79,289611.79
495,Advertiser_50,Campaign_495,2024-10-21,2024-11-19,"Age 27-34, Education, Germany",300x250,392414.24,392414.24
496,Advertiser_50,Campaign_496,2024-10-03,2024-11-18,"Age 26-44, Technology, Australia",728x90,360999.21,360999.21
497,Advertiser_50,Campaign_497,2024-10-03,2024-11-25,"Age 19-45, Health, USA",160x600,164659.61,164659.61
498,Advertiser_51,Campaign_498,2024-10-13,2024-11-16,"Age 25-48, Finance, Germany",160x600,499193.57,499193.57
499,Advertiser_51,Campaign_499,2024-10-31,2024-11-14,"Age 20-47, Fashion, India",300x250,14328.04,14328.04
500,Advertiser_51,Campaign_500,2024-10-11,2024-10-27,"Age 26-47, Sports, USA",300x250,146963.42,146963.42
501,Advertiser_51,Campaign_501,2024-10-24,2024-11-13,"Age 19-47, Fashion, UK",300x250,408543.62,408543.62
502,Advertiser_51,Campaign_502,2024-10-22,2024-12-18,"Age 18-43, Gaming, USA",300x250,39004.32,39004.32
503,Advertiser_51,Campaign_503,2024-10-15,2024-12-04,"Age 18-42, Education, UK",300x250,335857.01,335857.01
504,Advertiser_51,Campaign_504,2024-10-27,2024-11-13,"Age 19-34, Gaming, UK",300x250,223422.1,223422.1
505,Advertiser_51,Campaign_505,2024-10-11,2024-12-02,"Age 28-45, Finance, USA",160x600,160248.06,160248.06
506,Advertiser_51,Campaign_506,2024-10-06,2024-11-12,"Age 21-38, Technology, Germany",300x250,90728.4,90728.4
507,Advertiser_51,Campaign_507,2024-10-16,2024-11-04,"Age 29-49, Health, Germany",300x250,210660.9,210660.9
508,Advertiser_51,Campaign_508,2024-10-29,2024-12-28,"Age 30-41, Finance, India",300x250,66516.59,66516.59
509,Advertiser_51,Campaign_509,2024-10-22,2024-11-07,"Age 23-50, Fashion, India",160x600,493592.55,493592.55
510,Advertiser_52,Campaign_510,2024-10-31,2024-11-30,"Age 30-47, Travel, Australia",160x600,57116.71,57116.71
511,Advertiser_52,Campaign_511,2024-10-29,2024-12-26,"Age 28-42, Health, USA",728x90,446519.77,446519.77
512,Advertiser_52,Campaign_512,2024-10-03,2024-11-21,"Age 18-41, Health, UK",300x250,300236.56,300236.56
513,Advertiser_52,Campaign_513,2024-10-26,2024-12-03,"Age 21-31, Fashion, India",160x600,430575.29,430575.29
514,Advertiser_52,Campaign_514,2024-10-24,2024-11-20,"Age 24-46, Travel, Australia",300x250,418867.52,418867.52
515,Advertiser_52,Campaign_515,2024-10-23,2024-11-20,"Age 22-42, Travel, UK",300x250,157093.17,157093.17
516,Advertiser_52,Campaign_516,2024-10-19,2024-11-22,"Age 23-42, Sports, Australia",300x250,167720.67,167720.67
517,Advertiser_52,Campaign_517,2024-10-27,2024-11-16,"Age 28-47, Health, UK",728x90,148321.65,148321.65
518,Advertiser_52,Campaign_518,2024-10-05,2024-10-28,"Age 24-32, Fashion, Germany",728x90,378407.36,378407.36
519,Advertiser_52,Campaign_519,2024-10-27,2024-12-05,"Age 26-34, Education, USA",728x90,366344.56,366344.56
520,Advertiser_52,Campaign_520,2024-10-05,2024-11-22,"Age 23-35, Sports, India",728x90,364827.62,364827.62
521,Advertiser_52,Campaign_521,2024-10-04,2024-10-27,"Age 29-38, Travel, India",300x250,108129.49,108129.49
522,Advertiser_52,Campaign_522,2024-10-10,2024-11-08,"Age 27-41, Education, USA",300x250,21000.71,21000.71
523,Advertiser_52,Campaign_523,2024-10-03,2024-11-01,"Age 26-50, Travel, India",160x600,130688.62,130688.62
524,Advertiser_52,Campaign_524,2024-10-11,2024-11-02,"Age 18-50, Gaming, Germany",160x600,224910.53,224910.53
525,Advertiser_53,Campaign_525,2024-10-03,2024-10-31,"Age 27-36, Education, Australia",728x90,223020.75,223020.75
526,Advertiser_53,Campaign_526,2024-10-20,2024-11-22,"Age 21-44, Education, UK",300x250,199206.1,199206.1
527,Advertiser_53,Campaign_527,2024-10-31,2024-12-13,"Age 22-36, Gaming, Australia",728x90,238290.46,238290.46
528,Advertiser_53,Campaign_528,2024-10-10,2024-12-09,"Age 22-41, Gaming, Australia",300x250,109942.17,109942.17
529,Advertiser_53,Campaign_529,2024-10-29,2024-12-27,"Age 23-41, Technology, Germany",300x250,139700.67,139700.67
530,Advertiser_53,Campaign_530,2024-10-25,2024-11-20,"Age 18-36, Fashion, USA",300x250,181597.78,181597.78
531,Advertiser_54,Campaign_531,2024-10-13,2024-12-10,"Age 21-41, Travel, Germany",160x600,259103.58,259103.58
532,Advertiser_54,Campaign_532,2024-10-22,2024-11-15,"Age 25-35, Sports, UK",300x250,225960.49,225960.49
533,Advertiser_54,Campaign_533,2024-10-05,2024-10-18,"Age 21-31, Gaming, USA",300x250,395477.88,395477.88
534,Advertiser_54,Campaign_534,2024-10-15,2024-11-22,"Age 25-32, Finance, UK",728x90,247690.57,247690.57
535,Advertiser_54,Campaign_535,2024-10-17,2024-11-13,"Age 22-45, Fashion, Australia",160x600,159209.27,159209.27
536,Advertiser_54,Campaign_536,2024-10-10,2024-11-23,"Age 22-47, Finance, USA",300x250,123065.44,123065.44
537,Advertiser_54,Campaign_537,2024-10-11,2024-11-12,"Age 21-47, Health, India",300x250,444969.83,444969.83
538,Advertiser_54,Campaign_538,2024-10-02,2024-11-11,"Age 28-49, Education, UK",728x90,25036.96,25036.96
539,Advertiser_54,Campaign_539,2024-10-27,2024-12-03,"Age 21-49, Sports, USA",300x250,93331.92,93331.92
540,Advertiser_54,Campaign_540,2024-10-02,2024-11-07,"Age 25-47, Education, Australia",728x90,150834.91,150834.91
541,Advertiser_54,Campaign_541,2024-10-29,2024-12-26,"Age 25-48, Education, Germany",300x250,265527.08,265527.08
542,Advertiser_54,Campaign_542,2024-10-06,2024-11-25,"Age 29-38, Finance, India",160x600,129214.42,129214.42
543,Advertiser_54,Campaign_543,2024-10-20,2024-11-29,"Age 28-38, Technology, India",300x250,325269.07,325269.07
544,Advertiser_55,Campaign_544,2024-10-01,2024-11-18,"Age 19-47, Finance, UK",300x250,497146.16,497146.16
545,Advertiser_55,Campaign_545,2024-10-19,2024-11-02,"Age 24-42, Gaming, Australia",300x250,148956.55,148956.55
546,Advertiser_55,Campaign_546,2024-10-12,2024-11-12,"Age 19-46, Education, USA",300x250,49441.35,49441.35
547,Advertiser_55,Campaign_547,2024-10-10,2024-11-22,"Age 30-34, Technology, Australia",160x600,356043.7,356043.7
548,Advertiser_55,Campaign_548,2024-10-18,2024-11-25,"Age 30-32, Technology, USA",160x600,108299.25,108299.25
549,Advertiser_55,Campaign_549,2024-10-10,2024-11-23,"Age 22-50, Fashion, UK",728x90,41946.7,41946.7
550,Advertiser_56,Campaign_550,2024-10-09,2024-11-19,"Age 18-34, Travel, Australia",160x600,55071.33,55071.33
551,Advertiser_56,Campaign_551,2024-10-19,2024-12-07,"Age 23-41, Finance, Germany",160x600,403819.06,403819.06
552,Advertiser_56,Campaign_552,2024-10-21,2024-11-01,"Age 30-33, Education, Australia",160x600,47325.03,47325.03
553,Advertiser_56,Campaign_553,2024-10-26,2024-12-18,"Age 26-46, Technology, India",728x90,428252.27,428252.27
554,Advertiser_56,Campaign_554,2024-10-26,2024-12-15,"Age 29-32, Health, Australia",728x90,28585.09,28585.09
555,Advertiser_56,Campaign_555,2024-10-07,2024-12-01,"Age 29-48, Gaming, India",160x600,462097.95,462097.95
556,Advertiser_56,Campaign_556,2024-10-14,2024-12-09,"Age 25-31, Technology, Germany",728x90,468760.21,468760.21
557,Advertiser_56,Campaign_557,2024-10-08,2024-11-27,"Age 25-43, Education, USA",728x90,433449.44,433449.44
558,Advertiser_56,Campaign_558,2024-10-04,2024-10-18,"Age 24-35, Finance, India",728x90,440493.4,440493.4
559,Advertiser_57,Campaign_559,2024-10-10,2024-11-03,"Age 22-37, Travel, UK",300x250,33347.5,33347.5
560,Advertiser_57,Campaign_560,2024-10-23,2024-11-12,"Age 25-39, Fashion, Australia",160x600,241185.1,241185.1
561,Advertiser_57,Campaign_561,2024-10-05,2024-11-09,"Age 22-45, Fashion, Australia",300x250,258024.24,258024.24
562,Advertiser_57,Campaign_562,2024-10-26,2024-12-15,"Age 21-33, Health, Australia",300x250,261834.45,261834.45
563,Advertiser_57,Campaign_563,2024-10-06,2024-10-19,"Age 26-34, Technology, UK",160x600,78507.92,78507.92
564,Advertiser_57,Campaign_564,2024-10-12,2024-12-02,"Age 19-47, Gaming, Australia",160x600,123053.97,123053.97
565,Advertiser_57,Campaign_565,2024-10-06,2024-12-01,"Age 27-36, Finance, Germany",300x250,499554.78,499554.78
566,Advertiser_57,Campaign_566,2024-10-04,2024-10-15,"Age 29-32, Gaming, USA",728x90,77923.03,77923.03
567,Advertiser_57,Campaign_567,2024-10-25,2024-11-06,"Age 25-48, Fashion, Germany",300x250,486731.88,486731.88
568,Advertiser_57,Campaign_568,2024-10-18,2024-12-17,"Age 21-34, Sports, Germany",160x600,110148.2,110148.2
569,Advertiser_57,Campaign_569,2024-10-28,2024-12-22,"Age 27-31, Fashion, UK",728x90,409143.48,409143.48
570,Advertiser_57,Campaign_570,2024-10-04,2024-11-05,"Age 23-31, Sports, India",160x600,426770.31,426770.31
571,Advertiser_58,Campaign_571,2024-10-22,2024-12-13,"Age 25-40, Health, Australia",300x250,160254.15,160254.15
572,Advertiser_58,Campaign_572,2024-10-14,2024-10-25,"Age 29-49, Fashion, UK",728x90,101680.28,101680.28
573,Advertiser_58,Campaign_573,2024-10-22,2024-12-17,"Age 22-43, Fashion, Germany",160x600,69203.54,69203.54
574,Advertiser_58,Campaign_574,2024-10-06,2024-10-31,"Age 24-47, Finance, Germany",728x90,45577.65,45577.65
575,Advertiser_58,Campaign_575,2024-10-29,2024-12-17,"Age 20-43, Education, USA",728x90,301354.41,301354.41
576,Advertiser_58,Campaign_576,2024-10-31,2024-11-30,"Age 21-44, Sports, India",728x90,58687.04,58687.04
577,Advertiser_58,Campaign_577,2024-10-07,2024-10-30,"Age 29-46, Travel, India",160x600,383391.3,383391.3
578,Advertiser_58,Campaign_578,2024-10-31,2024-11-13,"Age 24-34, Gaming, India",300x250,194125.41,194125.41
579,Advertiser_58,Campaign_579,2024-10-03,2024-10-23,"Age 22-44, Fashion, India",728x90,431915.88,431915.88
580,Advertiser_58,Campaign_580,2024-10-08,2024-12-01,"Age 19-49, Sports, Australia",728x90,46704.83,46704.83
581,Advertiser_58,Campaign_581,2024-10-03,2024-10-17,"Age 23-39, Education, India",300x250,327631.85,327631.85
582,Advertiser_58,Campaign_582,2024-10-27,2024-12-17,"Age 20-47, Education, India",728x90,180857.2,180857.2
583,Advertiser_58,Campaign_583,2024-10-31,2024-12-30,"Age 21-31, Technology, Germany",160x600,306548.82,306548.82
584,Advertiser_59,Campaign_584,2024-10-13,2024-11-07,"Age 20-40, Health, USA",300x250,109213.14,109213.14
585,Advertiser_59,Campaign_585,2024-10-11,2024-12-04,"Age 26-45, Technology, Australia",728x90,458058.09,458058.09
586,Advertiser_59,Campaign_586,2024-10-04,2024-10-21,"Age 25-50, Technology, USA",300x250,184227.86,184227.86
587,Advertiser_59,Campaign_587,2024-10-11,2024-11-10,"Age 22-48, Fashion, India",300x250,483774.98,483774.98
588,Advertiser_59,Campaign_588,2024-10-03,2024-11-06,"Age 28-44, Education, Australia",160x600,76910.5,76910.5
589,Advertiser_59,Campaign_589,2024-10-03,2024-10-26,"Age 26-49, Technology, Germany",160x600,284506.82,284506.82
590,Advertiser_59,Campaign_590,2024-10-22,2024-11-12,"Age 25-48, Finance, USA",728x90,440201.48,440201.48
591,Advertiser_59,Campaign_591,2024-10-03,2024-10-17,"Age 27-41, Finance, India",160x600,29056.14,29056.14
592,Advertiser_59,Campaign_592,2024-10-14,2024-12-08,"Age 22-43, Finance, India",728x90,423885.41,423885.41
593,Advertiser_59,Campaign_593,2024-10-30,2024-11-11,"Age 19-43, Health, UK",728x90,337560.36,337560.36
594,Advertiser_59,Campaign_594,2024-10-14,2024-11-02,"Age 30-48, Education, USA",300x250,45718.73,45718.73
595,Advertiser_59,Campaign_595,2024-10-14,2024-11-08,"Age 27-46, Sports, Australia",300x250,496498.54,496498.54
596,Advertiser_59,Campaign_596,2024-10-06,2024-11-04,"Age 30-37, Health, USA",728x90,134831.35,134831.35
597,Advertiser_59,Campaign_597,2024-10-31,2024-12-28,"Age 18-31, Education, India",728x90,429029.5,429029.5
598,Advertiser_60,Campaign_598,2024-10-08,2024-11-05,"Age 21-39, Education, Germany",160x600,423553.09,423553.09
599,Advertiser_60,Campaign_599,2024-10-23,2024-11-29,"Age 22-42, Technology, Germany",300x250,291619.34,291619.34
600,Advertiser_60,Campaign_600,2024-10-15,2024-10-29,"Age 23-32, Technology, India",300x250,363809.29,363809.29
601,Advertiser_60,Campaign_601,2024-10-11,2024-11-13,"Age 26-44, Health, UK",300x250,400818.57,400818.57
602,Advertiser_60,Campaign_602,2024-10-29,2024-11-27,"Age 20-49, Health, Australia",160x600,454881.09,454881.09
603,Advertiser_60,Campaign_603,2024-10-29,2024-11-18,"Age 26-40, Sports, India",300x250,194336.73,194336.73
604,Advertiser_60,Campaign_604,2024-10-30,2024-12-05,"Age 20-35, Sports, USA",160x600,82098.12,82098.12
605,Advertiser_60,Campaign_605,2024-10-09,2024-10-31,"Age 22-40, Travel, India",728x90,29439.15,29439.15
606,Advertiser_60,Campaign_606,2024-10-22,2024-11-27,"Age 28-37, Finance, Australia",300x250,409938.48,409938.48
607,Advertiser_60,Campaign_607,2024-10-22,2024-11-11,"Age 28-33, Education, Germany",160x600,389785.68,389785.68
608,Advertiser_60,Campaign_608,2024-10-27,2024-11-17,"Age 30-49, Fashion, UK",300x250,432598.92,432598.92
609,Advertiser_60,Campaign_609,2024-10-26,2024-12-07,"Age 24-48, Technology, India",728x90,106716.59,106716.59
610,Advertiser_60,Campaign_610,2024-10-18,2024-12-08,"Age 25-35, Fashion, UK",160x600,491338.89,491338.89
611,Advertiser_60,Campaign_611,2024-10-24,2024-12-04,"Age 25-38, Fashion, UK",300x250,12704.15,12704.15
612,Advertiser_61,Campaign_612,2024-10-10,2024-11-21,"Age 19-44, Sports, Germany",160x600,113326.89,113326.89
613,Advertiser_61,Campaign_613,2024-10-22,2024-11-13,"Age 28-43, Health, Germany",728x90,62768.68,62768.68
614,Advertiser_61,Campaign_614,2024-10-27,2024-12-04,"Age 21-34, Education, Germany",300x250,484794.56,484794.56
615,Advertiser_61,Campaign_615,2024-10-20,2024-12-08,"Age 26-31, Finance, Australia",728x90,19620.95,19620.95
616,Advertiser_61,Campaign_616,2024-10-09,2024-11-22,"Age 28-46, Finance, USA",300x250,31290.32,31290.32
617,Advertiser_61,Campaign_617,2024-10-26,2024-12-15,"Age 19-39, Health, Germany",300x250,354655.45,354655.45
618,Advertiser_61,Campaign_618,2024-10-04,2024-10-21,"Age 21-42, Sports, India",728x90,128120.9,128120.9
619,Advertiser_61,Campaign_619,2024-10-22,2024-12-08,"Age 24-34, Technology, UK",300x250,403397.84,403397.84
620,Advertiser_61,Campaign_620,2024-10-09,2024-11-03,"Age 29-43, Fashion, Germany",728x90,26348.73,26348.73
621,Advertiser_61,Campaign_621,2024-10-20,2024-11-04,"Age 24-35, Health, Australia",160x600,459709.49,459709.49
622,Advertiser_62,Campaign_622,2024-10-01,2024-11-10,"Age 25-38, Gaming, USA",160x600,475610.33,475610.33
623,Advertiser_62,Campaign_623,2024-10-23,2024-11-17,"Age 18-36, Education, USA",300x250,297876.26,297876.26
624,Advertiser_62,Campaign_624,2024-10-03,2024-11-06,"Age 19-38, Health, UK",160x600,134567.66,134567.66
625,Advertiser_62,Campaign_625,2024-10-20,2024-12-15,"Age 25-40, Travel, UK",300x250,430064.32,430064.32
626,Advertiser_62,Campaign_626,2024-10-22,2024-12-19,"Age 18-50, Finance, India",728x90,343670.67,343670.67
627,Advertiser_63,Campaign_627,2024-10-08,2024-10-23,"Age 18-31, Technology, Australia",300x250,142862.01,142862.01
628,Advertiser_63,Campaign_628,2024-10-20,2024-12-07,"Age 25-39, Education, Australia",728x90,158141.7,158141.7
629,Advertiser_63,Campaign_629,2024-10-22,2024-12-17,"Age 19-46, Health, Germany",728x90,342542.93,342542.93
630,Advertiser_63,Campaign_630,2024-10-01,2024-11-17,"Age 18-39, Fashion, UK",728x90,51200.99,51200.99
631,Advertiser_63,Campaign_631,2024-10-12,2024-12-09,"Age 20-40, Health, Australia",300x250,493431.17,493431.17
632,Advertiser_64,Campaign_632,2024-10-26,2024-12-11,"Age 25-31, Health, USA",728x90,371845.24,371845.24
633,Advertiser_64,Campaign_633,2024-10-25,2024-12-15,"Age 20-44, Travel, India",728x90,23748.27,23748.27
634,Advertiser_64,Campaign_634,2024-10-22,2024-11-13,"Age 20-34, Education, USA",160x600,448803.57,448803.57
635,Advertiser_64,Campaign_635,2024-10-01,2024-11-03,"Age 30-38, Technology, India",728x90,362990.24,362990.24
636,Advertiser_64,Campaign_636,2024-10-22,2024-11-16,"Age 19-31, Travel, Germany",160x600,34659.43,34659.43
637,Advertiser_64,Campaign_637,2024-10-19,2024-11-04,"Age 18-35, Gaming, USA",160x600,486917.71,486917.71
638,Advertiser_64,Campaign_638,2024-10-25,2024-12-14,"Age 21-46, Finance, UK",300x250,489735.43,489735.43
639,Advertiser_64,Campaign_639,2024-10-09,2024-10-21,"Age 25-36, Health, UK",300x250,240399.04,240399.04
640,Advertiser_64,Campaign_640,2024-10-08,2024-12-01,"Age 28-39, Education, India",300x250,490247.32,490247.32
641,Advertiser_64,Campaign_641,2024-10-14,2024-11-19,"Age 24-32, Education, USA",728x90,174348.08,174348.08
642,Advertiser_64,Campaign_642,2024-10-09,2024-11-11,"Age 18-47, Education, India",728x90,476902.56,476902.56
643,Advertiser_65,Campaign_643,2024-10-22,2024-11-08,"Age 26-38, Sports, UK",728x90,422479.41,422479.41
644,Advertiser_65,Campaign_644,2024-10-14,2024-11-29,"Age 26-40, Finance, UK",728x90,435347.01,435347.01
645,Advertiser_65,Campaign_645,2024-10-16,2024-11-11,"Age 24-42, Sports, India",728x90,471367.37,471367.37
646,Advertiser_65,Campaign_646,2024-10-19,2024-12-11,"Age 19-42, Fashion, India",300x250,405047.97,405047.97
647,Advertiser_65,Campaign_647,2024-10-11,2024-11-09,"Age 29-43, Fashion, Germany",160x600,277740.69,277740.69
648,Advertiser_65,Campaign_648,2024-10-19,2024-11-26,"Age 23-36, Technology, UK",160x600,325902.31,325902.31
649,Advertiser_65,Campaign_649,2024-10-06,2024-11-17,"Age 19-47, Gaming, USA",728x90,155418.82,155418.82
650,Advertiser_65,Campaign_650,2024-10-15,2024-11-20,"Age 30-50, Gaming, Australia",160x600,80958.66,80958.66
651,Advertiser_65,Campaign_651,2024-10-25,2024-11-29,"Age 26-43, Technology, Germany",300x250,182453.71,182453.71
652,Advertiser_65,Campaign_652,2024-10-24,2024-12-12,"Age 19-50, Travel, Germany",160x600,384669.0,384669.0
653,Advertiser_65,Campaign_653,2024-10-12,2024-10-27,"Age 29-48, Travel, Australia",300x250,421851.87,421851.87
654,Advertiser_65,Campaign_654,2024-10-23,2024-11-24,"Age 24-45, Health, India",160x600,473779.98,473779.98
655,Advertiser_65,Campaign_655,2024-10-13,2024-11-24,"Age 22-49, Sports, Australia",300x250,451276.42,451276.42
656,Advertiser_66,Campaign_656,2024-10-09,2024-10-24,"Age 28-41, Technology, India",300x250,66844.43,66844.43
657,Advertiser_66,Campaign_657,2024-10-30,2024-12-02,"Age 20-31, Technology, India",300x250,407117.78,407117.78
658,Advertiser_66,Campaign_658,2024-10-11,2024-12-03,"Age 26-35, Travel, Australia",728x90,221215.44,221215.44
659,Advertiser_66,Campaign_659,2024-10-12,2024-12-05,"Age 22-43, Sports, UK",728x90,292330.69,292330.69
660,Advertiser_66,Campaign_660,2024-10-05,2024-10-27,"Age 27-40, Travel, UK",300x250,142399.92,142399.92
661,Advertiser_66,Campaign_661,2024-10-17,2024-12-09,"Age 18-34, Finance, India",300x250,136347.87,136347.87
662,Advertiser_66,Campaign_662,2024-10-12,2024-11-01,"Age 26-43, Health, UK",300x250,488309.52,488309.52
663,Advertiser_66,Campaign_663,2024-10-19,2024-11-29,"Age 26-48, Gaming, Australia",728x90,402506.72,402506.72
664,Advertiser_66,Campaign_664,2024-10-01,2024-11-09,"Age 28-49, Sports, Australia",160x600,136034.51,136034.51
665,Advertiser_66,Campaign_665,2024-10-23,2024-12-14,"Age 19-46, Technology, Australia",160x600,357264.8,357264.8
666,Advertiser_66,Campaign_666,2024-10-13,2024-12-08,"Age 19-44, Travel, Australia",300x250,92306.52,92306.52
667,Advertiser_66,Campaign_667,2024-10-16,2024-11-01,"Age 21-41, Fashion, Germany",160x600,295165.44,295165.44
668,Advertiser_66,Campaign_668,2024-10-07,2024-11-23,"Age 24-45, Travel, Germany",160x600,22079.2,22079.2
669,Advertiser_66,Campaign_669,2024-10-08,2024-11-26,"Age 22-31, Fashion, UK",300x250,190728.48,190728.48
670,Advertiser_66,Campaign_670,2024-10-21,2024-12-19,"Age 29-40, Sports, USA",300x250,67593.94,67593.94
671,Advertiser_67,Campaign_671,2024-10-27,2024-12-18,"Age 28-47, Finance, India",300x250,277291.26,277291.26
672,Advertiser_67,Campaign_672,2024-10-01,2024-11-21,"Age 30-45, Health, India",300x250,47932.02,47932.02
673,Advertiser_67,Campaign_673,2024-10-18,2024-11-05,"Age 25-45, Health, UK",300x250,447379.45,447379.45
674,Advertiser_67,Campaign_674,2024-10-14,2024-11-06,"Age 24-39, Education, India",300x250,19284.79,19284.79
675,Advertiser_67,Campaign_675,2024-10-19,2024-12-01,"Age 29-31, Health, Germany",160x600,156300.0,156300.0
676,Advertiser_67,Campaign_676,2024-10-24,2024-12-18,"Age 20-37, Fashion, UK",300x250,406121.14,406121.14
677,Advertiser_67,Campaign_677,2024-10-09,2024-11-01,"Age 26-46, Technology, UK",160x600,67530.42,67530.42
678,Advertiser_67,Campaign_678,2024-10-03,2024-11-30,"Age 27-49, Gaming, India",300x250,117840.41,117840.41
679,Advertiser_67,Campaign_679,2024-10-08,2024-11-14,"Age 30-37, Fashion, Germany",160x600,87138.5,87138.5
680,Advertiser_67,Campaign_680,2024-10-08,2024-10-27,"Age 23-42, Finance, Australia",728x90,48141.34,48141.34
681,Advertiser_67,Campaign_681,2024-10-15,2024-11-25,"Age 21-37, Health, Germany",300x250,232489.59,232489.59
682,Advertiser_67,Campaign_682,2024-10-11,2024-12-01,"Age 26-44, Education, Germany",160x600,370291.9,370291.9
683,Advertiser_67,Campaign_683,2024-10-26,2024-11-07,"Age 27-50, Health, Australia",160x600,64090.54,64090.54
684,Advertiser_68,Campaign_684,2024-10-24,2024-12-03,"Age 30-48, Travel, UK",728x90,199669.82,199669.82
685,Advertiser_68,Campaign_685,2024-10-10,2024-11-15,"Age 26-32, Fashion, Germany",728x90,198923.66,198923.66
686,Advertiser_68,Campaign_686,2024-10-28,2024-11-12,"Age 19-44, Sports, UK",160x600,98791.16,98791.16
687,Advertiser_68,Campaign_687,2024-10-12,2024-11-13,"Age 25-34, Gaming, India",160x600,270805.82,270805.82
688,Advertiser_68,Campaign_688,2024-10-29,2024-12-15,"Age 19-40, Fashion, Germany",160x600,67855.43,67855.43
689,Advertiser_68,Campaign_689,2024-10-05,2024-11-14,"Age 20-31, Fashion, India",728x90,280554.85,280554.85
690,Advertiser_68,Campaign_690,2024-10-20,2024-11-03,"Age 29-45, Sports, USA",160x600,115705.01,115705.01
691,Advertiser_68,Campaign_691,2024-10-14,2024-12-08,"Age 21-31, Fashion, USA",160x600,312590.05,312590.05
692,Advertiser_68,Campaign_692,2024-10-20,2024-11-13,"Age 20-42, Finance, Australia",160x600,43840.44,43840.44
